study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,duration_time,TEXT,Participation_W1,Interupted,MODFRAGE,STRATEGI,VALENZ,Content,Character,Theme,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,Metaphor,Scold,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",44,0,7,45,465,0,7,58,478,13,"But quite honestly, grand coalitions have always been founded in times of great crisis. At the moment we have the biggest crisis we can imagine, economically speaking, as we have just mentioned. Why not simply continue this coalition accordingly?",Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,Coalitions in general,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Große Koalition (prospektiv),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",45,0,7,58,478,0,8,34,514,36,"I think that is a misunderstanding of elections and the electoral process, Mr. Klöppel, when you say that grand coalitions are formed. Grand coalitions are not formed, they are, as a rule, not even intended. They are the result of a vote of the electorate. That was also the case here. Neither the CDU nor the SPD campaigned for a grand coalition in 2005. The voters voted in such a way that in the end no other government capable of governing, no other government came into being. And in this respect, we joined together in this grand coalition and tried to make the best of it.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Coalitions in general,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",46,0,8,34,514,0,8,37,517,3,"I said earlier that we still fell short of our potential,",Steinmeier,no,does not apply,Self-criticism,does not apply,Politics,does not apply,Coalitions in general,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",47,0,8,37,517,0,8,46,526,9,"because although many good proposals from the SPD have prevailed, I also think that this grand coalition is definitely social democratic in character.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Coalitions in general,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",48,0,8,46,526,0,8,53,533,7,But we failed in many important areas because the CDU did not support proposals.,Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,Coalitions in general,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",49,0,8,53,533,0,8,54,534,1,"I have called the minimum wage,",Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,Minimum wage specifically,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",50,0,8,54,534,0,8,58,538,4,have called the effective limitation of manager salaries.,Steinmeier,Limbourg,does not apply,Attack,Explicitly,Politics,does not apply,Special topic manager salaries,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",51,0,8,58,538,0,9,18,558,20,"Well, Mr. Steinmeier, we'll get to that in a moment, then perhaps we'll start with the content. So let's move on to the main topic of this election campaign. And that is, without a doubt, how will Germany get out of the economic and financial crisis? Exactly one year ago, Lehman Brothers collapsed. This banking crash shook the world. And above all, it made many people doubt whether the way we do business is really the right way.",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Economic/financial crisis specifically,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",52,0,9,18,558,0,9,31,571,13,"Mrs. Merkel, what principles that you may have had in the past have been washed away with this crisis? Are there things you no longer believe in that you believed before the crisis?",Limbourg,no,open question,does not apply,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",53,0,9,31,571,0,9,42,582,11,"I would perhaps like to briefly go back to what happened under the red-green government. Yes, reforms were made under the absolute pressure of ^ that things were not going any further.",Merkel,no,does not apply,Attack,Explicitly,Politics,does not apply,Coalitions in general,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,Rot-Grüne Koalition,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",54,0,9,42,582,0,9,47,587,5,"and, incidentally, these reforms were also supported by the CDU/CSU through the majority in the Bundesrat.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Labor market policy area,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",55,0,9,47,587,0,10,0,600,13,"And then, of course, we in the grand coalition initiated many things that helped to ensure that this process could be continued. Now, in this ^ major crisis ^, I can only say that I feel very vindicated.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Labor market policy area,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",56,0,10,0,600,0,10,24,624,24,"At the beginning of the century, back in 2000, I was already thinking about the new social market economy and also ^ thinking about the fact that ^ we need a further development of the social market economy because we have globalization. And it has become clear that what constitutes the social market economy, namely that the state is the guardian of order, has been grossly neglected internationally.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,The past,Description of made/not-made policy,Commonplace,singular,International level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",57,0,10,24,624,0,10,30,630,6,"The financial institutions, the banks, were of the opinion that rules could apply to everyone in the world, but not to them.",Merkel,no,does not apply,Attack,Explicitly,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,None of this,does not apply,singular,International level,does not apply,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",58,0,10,30,630,0,10,49,649,19,"And for me it has been frighteningly confirmed that during our G8 presidency we tried to introduce ^ regulations here too, we didn't make any progress with many countries back then, and for me it has been frighteningly confirmed that it ^ had to go to the abyss worldwide before anything could be done at all.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,Description of made/not-made policy,Zero statement,singular,International level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",59,0,10,49,649,0,10,55,655,6,And now I say we need rules for the international financial markets and,Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic/financial crisis specifically,Future,Announcement of future plans,Commonplace,singular,International level,does not apply,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",60,0,10,55,655,0,11,1,661,6,We also need to export the principles of the social market economy. I am deeply convinced of this.,Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,Future,Announcement of future plans,General presentation,singular,International level,does not apply,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",61,0,11,1,661,0,11,9,669,8,"And that is why I am also campaigning for a charter for sustainable business internationally, i.e. for principles on how we want to do business.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,The past,Description of made/not-made policy,General presentation,singular,International level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",62,0,11,9,669,0,11,19,679,10,"After all, ordinary people are now having to bear the brunt of this crisis, while those who caused it are long gone, at least for the most part.",Merkel,no,does not apply,Attack,Explicitly,Politics,does not apply,Economic/financial crisis specifically,Present/generally valid/not recognizable,does not apply,does not apply,singular,International level,does not apply,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",63,0,11,19,679,0,11,30,690,11,"Minister Steinmeier, you also described this crisis as a turning point. The same initial question to you. Which doctrine no longer applies to you after the crisis?",Plasberg,no,open question,does not apply,does not apply,Character,Personal,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",64,0,11,30,690,0,11,39,699,9,I am firmly convinced that some of the thinking that led us into this crisis has become unsuitable for leading us out of it.,Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic/financial crisis specifically,The past,None of this,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",65,0,11,39,699,0,12,4,724,25,"I want to say two things: firstly, this is certainly a crisis in terms of facts and figures. It is a crisis in growth rates, without a doubt, yes. But I am sure that with the strength of our economy we will emerge from it again in the next few years. What is more dramatic and ^ what we will have to deal with for years to come will be the crisis in people's minds. And that seems to me to be underexposed.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic/financial crisis specifically,Future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,positive impression,no,no,no,no,no
